,license,location,pmcid,pmid,doi,doi_link,pubdate,source,number,text,type of citation intent (CURATION),"Intent (creation, used, mention)",software,version,ID,curation_label,type of citation intent,label
159,non_comm,non_comm/ACS_Omega/PMC7114132.nxml,7114132,32258884.0,10.1021/acsomega.9b04105,,2020,Molecular Modeling,14,"Additionally, the available individual features within the Rosetta ΔΔG and FoldX PSSM force field were further evaluated against the TM dataset for correlation.",,used,Rosetta,,SM1188,software,Results: Software used,1
160,non_comm,non_comm/Nat_Chem/PMC7571259.nxml,7571259,32839603.0,10.1038/s41557-020-0514-4,,2020,"TGP-377 potently and selectively inhibits pre-miR-377 biogenesis, stimulating VEGFA",33,"First, we studied the effect of TGP-377 on miRNAs predicted to modulate VEGFA production using TargetScan (ref",,used,TargetScan,,SM4935,software,Results: Software used,1
161,non_comm,non_comm/Med_Sci_Monit/PMC4915318.nxml,4915318,27127891.0,10.12659/MSM.895907,,2016,Statistical analysis,21,"Statistical analysis was performed using the Statistica 10.0 software (StatSoft Inc., USA)",,used,Statistica,10,SM516,software,Results: Software used,1
162,non_comm,non_comm/Nucleic_Acids_Res/PMC2632904.nxml,2632904,19056824.0,10.1093/nar/gkn931,,2009,METHODS,5,Multiple alignment of all 291 proteins (46 proteins from Rebase and 245 hits generated by the BLAST search) was built using the muscle program (23) and the unrooted maximum likelihood tree with molecular clock was constructed using the proml procedure from the PHYLIP package (24),,used,muscle,,SM8348,software,Results: Software used,1
163,non_comm,non_comm/Gene_Regul_Syst_Bio/PMC3623615.nxml,3623615,23645984.0,10.4137/GRSB.S11433,,2013,Molecular network analysis,11,IPA calculates the score P-value that reflects the statistical significance of association between the genes and the networks by the Fisher’s exact test.,,mention,IPA,,SM2531,software,Background: About software,2
164,non_comm,non_comm/AIDS_Behav/PMC8231748.nxml,8231748,34173137.0,10.1007/s10461-021-03349-y,,2021,Methods,21,"All transcripts were coded line-by-line in Nvivo 11.0, a qualitative data management and analysis software [38]",,used,Nvivo,11,SM4004,software,Results: Software used,1
165,non_comm,non_comm/ACR_Open_Rheumatol/PMC7882539.nxml,7882539,33512781.0,10.1002/acr2.11189,,2021,DISCUSSION,54,DADA2 can closely mimic PAN and can result in catastrophic outcomes,,mention,DADA2,,SM6292,software,Background: About software,2
166,non_comm,non_comm/Am_J_Pathol/PMC3228917.nxml,3228917,21983634.0,10.1016/j.ajpath.2011.08.029,,2012,Gene Array and Data Analysis,6,Functional grouping of the gene list into statistically significant overrepresented ontologies was performed using the protein analysis through evolutionary relationships database analysis tools (PANTHER).,,used,PANTHER,,SM1174,software,Results: Software used,1
167,non_comm,non_comm/J_Vis/PMC7545070.nxml,7545070,33007079.0,10.1167/jov.20.10.5,,2020,Matching walkers across frames,58,"As OpenPose returns keypoints for all detected people separately for each video frame, additional processing is required to match OpenPose keypoints to a specific walker identity",,mention,OpenPose,,SM72940,software,Background: About software,2
168,non_comm,non_comm/Oncol_Res/PMC7844686.nxml,7844686,29422116.0,10.3727/096504018X15178798885361,,2018,Western Blot,6,"Blots were visualized with an enhanced chemiluminescence (ECL) detection kit (Millipore, Braunschweig, Germany) and analyzed using Quantity One 1-D Analysis Software (Bio-Rad, San Francisco, CA, USA)11.",,used,Quantity One,1-D,SM545,software,Results: Software used,1
169,non_comm,non_comm/Contemp_Clin_Dent/PMC5551326.nxml,5551326,28839407.0,10.4103/ccd.ccd_154_17,,2017,Details on quid sachets,6,"The data obtained was entered into Microsoft Excel sheet (Windows 8.1, Microsoft Corporation) and analyzed using SPSS version 16.0 (SPSS Inc., Chicago, IL, USA) mainly for frequency distribution",,used,SPSS,,SM165,software,Results: Software used,1
171,non_comm,non_comm/Bioinformatics/PMC4896370.nxml,4896370,26740523.0,10.1093/bioinformatics/btv751,,2016,3.2 SV-Bay performance on a neuroblastoma mate-pair dataset,43,"Among the 62 thousand DELLY’s predictions, there was also a translocation explaining the breakpoints on chromosomes 3 and 10 missed by other tools; it was tagged ‘LowQual’ and included 2 read pairs",,used,DELLY,,SM7125,software,Results: Software used,1
172,non_comm,non_comm/Endocrinology/PMC5551553.nxml,5551553,28586424.0,10.1210/en.2017-00349,,2017,Results,14,Enriched biological functions associated with these DE genes were identified using Ingenuity Pathway Analysis [Supplemental Fig,,used,Ingenuity Pathway Analysis,,SM7766,software,Results: Software used,1
173,non_comm,non_comm/J_Adv_Pharm_Technol_Res/PMC6621345.nxml,6621345,31334097.0,10.4103/japtr.JAPTR_389_18,,2019,paper_abstract,0,All data were analyzed using Sigma plot Software,,used,Sigma plot,,SM690,software,Results: Software used,1
174,non_comm,non_comm/Sci_Rep/PMC4260226.nxml,4260226,25488329.0,10.1038/srep07379,,2014,Analysis,17,"Post-alignment quality control and analysis (QC/QA) was performed in Partek Genomics Suite version 6.6 (Partek Inc), in order to visualise the quality of aligned reads",,used,Partek Genomics Suite,,SM8068,software,Results: Software used,1
175,non_comm,non_comm/Int_J_Gen_Med/PMC7868188.nxml,7868188,33568935.0,10.2147/IJGM.S287506,,2021,Statistical Analysis,9,"Receiver operating characteristic (ROC) curve analysis was performed using the MedCalc version 12.3 Software (Mariakerke, Belgium)",,used,MedCalc,,SM5482,software,Results: Software used,1
176,non_comm,non_comm/Encyclopedia_of_Virology/PMC7173537.nxml,7173537,,10.1016/B978-0-12-809633-8.20993-X,,2021,Single Nucleotide Differences as a Measure of Evolutionary Change,26,"This rate matches well to a genome-wide estimate of the in vitro and in vivo mutation rates for murine CMV, which was obtained by shotgun Sanger approaches just before the development of HTSeq (~1 × 10–7 mutations per bp per day)",,used,HTSeq,,SM7317,software,Results: Software used,1
178,non_comm,non_comm/Int_J_Mol_Med/PMC7053848.nxml,7053848,32124967.0,10.3892/ijmm.2020.4502,,2020,miRNA microarray analysis,25,"In order to identify the potential miRNAs that may target SCN2B, the present study focused on the downregulated miRNAs, which were also predicted by the computational algorithms TargetScan (23-27), miRanda (28) and Diana microT v5.0 (29,30) with the presence of 8-mer site in the 3′-UTR of the SCN2B gene; miR-449a, miR-34a-5p and miR-9a were identified for subsequent analyses.",,used,TargetScan,,SM4935,software,Results: Software used,1
179,non_comm,non_comm/Nucleic_Acids_Res/PMC3245920.nxml,3245920,21911355.0,10.1093/nar/gkr688,,2012,Calculation of small RNA expression fold-changes upon Dicer silencing,15,For miRDeep2 these are all predictions with a score of 0 or higher,,used,miRDeep2,,SM1666,software,Results: Software used,1
180,non_comm,non_comm/Tech_Innov_Patient_Support_Radiat_Oncol/PMC7033782.nxml,7033782,32095551.0,10.1016/j.tipsro.2019.11.007,,2019,Statistics,8,"Statistical analysis was performed using IBM SPSS version 22 (IBM Corp, Armonk, NY, USA)",,used,SPSS,,SM165,software,Results: Software used,1
182,non_comm,non_comm/Genome_Biol_Evol/PMC3914693.nxml,3914693,24398374.0,10.1093/gbe/evu004,,2014,,32,The tree was calculated by MrBayes (MIX model + gamma4),,used,MrBayes,,SM1707,software,Results: Software used,1
183,non_comm,non_comm/Nucleic_Acids_Res/PMC2686605.nxml,2686605,18996892.0,10.1093/nar/gkn732,,2009,DESIGN AND IMPLEMENTATION,8,Two CGI Perl programs which generate TFBS graphics [utilizing BioPerl graphics modules (46)] and hierarchical clustered heat maps [using Cluster 3.0 and matrix2png (47)] of tissue expression data provide the other data visualization methods.,,mention,Cluster,3,SM1403,software,Background: Simple mention,2
184,non_comm,non_comm/Brief_Funct_Genomics/PMC6063296.nxml,6063296,29579145.0,10.1093/bfgp/ely009,,2018,Analysis of cell-to-cell variation,41,"limma [166], showed slightly higher concordance scores across data sets, i.e",,used,limma,,SM2939,software,Results: Software used,1
185,non_comm,non_comm/J_Physiol/PMC6209754.nxml,6209754,30206945.0,10.1113/JP276370,,2018,Confocal microscopy,21,Images were acquired as tiles of 738.1 × 738.1 μm (0.72 μm/pixel) and automatically stitched by LAS X software (Leica),,used,LAS X,,SM15830,software,Results: Software used,1
187,non_comm,non_comm/Transl_Behav_Med/PMC7413184.nxml,7413184,30698775.0,10.1093/tbm/ibz005,,2020,Fidelity,31,Missing information was imputed using multiple imputation techniques in SPSS 22 [55],,used,SPSS,22,SM165,software,Results: Software used,1
188,non_comm,non_comm/Nat_Med/PMC4450999.nxml,4450999,25915831.0,10.1038/nm.3852,,2015,Adoptive transfer experiments,45,"Data acquisition was carried out with an 8-color flow cytometer (Canto II, BD Biosciences) and analyzed with FlowJo (Treestar).",,used,FlowJo,,SM2783,software,Results: Software used,1
189,non_comm,non_comm/Mol_Biol_Cell/PMC5706996.nxml,5706996,29021340.0,10.1091/mbc.E17-01-0076,,2017,Cell proliferation measurement,28,Obtained peaks were deconvoluted and the proliferation index was calculated using ModFit LT software.,,used,ModFit LT,,SM4307,software,Results: Software used,1
191,non_comm,non_comm/Electron_Physician/PMC5014498.nxml,5014498,27648186.0,10.19082/2607,,2016,2.3. Dissimilarity Index (DI),7,Stata version 11 and Microsoft Office Excel 2010 were used to analyze the data in this study.,,used,Stata,,SM2198,software,Results: Software used,1
192,non_comm,non_comm/Digit_Health/PMC6172935.nxml,6172935,30302270.0,10.1177/2055207618804927,,2018,Existing CIG formalisms,49,"Task-network models (TNMs) represent guidelines as graphical networks of tasks, defined as hierarchical graphs, in which nodes denote the actions to be executed and arcs denote the discerned relationships between them such as GLIF3, Asbru, SAGE, EON, GUIDE, Proforma, and GLARE.",,mention,SAGE,,SM2362,software,Background: Simple mention,2
193,non_comm,non_comm/Ultrason_Sonochem/PMC7786598.nxml,7786598,32871384.0,10.1016/j.ultsonch.2020.105311,,2020,Computational domain and boundary conditions,13,"Considering the advantages in the accuracy and CPU time of polyhedral grids compared with those of hexahedral and tetrahedral grids [54], the polyhedral grid with a minimum orthogonal quality of 0.2428, which was generated by ANSYS Meshing 18.2 and ANSYS Fluent 18.2, was utilized for the simplified ARHCR model",,used,ANSYS Fluent,18.2,SM2138,software,Results: Software used,1
194,non_comm,non_comm/Int_J_Biol_Sci/PMC3638291.nxml,3638291,23630448.0,10.7150/ijbs.6081,,2013,Sequencing and analysis of the cox1 and cytb genes from multiple individuals of RSC,8,"All cox1 and cytb sequences were aligned using Clustal X 1.83, and the alignment was modified manually, and then subjected to phylogenetic analysis using the same three methods as described above.",,used,Clustal X,1.83,SM991,software,Results: Software used,1
195,non_comm,non_comm/J_Exp_Med/PMC4493411.nxml,4493411,26056233.0,10.1084/jem.20141601,,2015,fig_caption,0,"(bottom) Quantitative TissueFAXS analyses of IHC staining for β-catenin and CXXC5 (n = 5 independent experiments) were performed in five random, representative fields per each patient sample",,used,TissueFAXS,,SM17547,software,Results: Software used,1
196,non_comm,non_comm/Int_J_Nanomedicine/PMC3181063.nxml,3181063,21976979.0,10.2147/IJN.S24808,,2011,Statistical analysis,15,"Statistical analyses were performed using SPSS software (SPSS Inc, Chicago, IL).",,used,SPSS,,SM165,software,Results: Software used,1
197,non_comm,non_comm/Pediatr_Crit_Care_Med/PMC7709920.nxml,7709920,33258576.0,10.1097/PCC.0000000000002531,,2020,Statistical Analysis,9,The comprehensive web application MetaboAnalyst (https://www.metaboanalyst.ca) was used to generate receiver operating characteristic (ROC) curves with the area under the curves (AUCs) reported to evaluate the predictive accuracy of the biomarker function.,,used,MetaboAnalyst,,SM2903,software,Results: Software used,1
198,non_comm,non_comm/Nat_Struct_Mol_Biol/PMC6779571.nxml,6779571,31582854.0,10.1038/s41594-019-0307-x,,2019,Raw data processing,35,"Data was processed using the MaxQuant software platform (v1.5.8.3), with database searches carried out by the in-built Andromeda search engine against the Uniprot S.cerevisiae database (version 20160815, number of entries: 6,729)",,used,Andromeda,,SM3266,software,Results: Software used,1
199,non_comm,non_comm/Appl_Plant_Sci/PMC7742204.nxml,7742204,33344093.0,10.1002/aps3.11402,,2020,SSR reference FASTA,4,"BEDTools is then used to extract the sequences of the SSR loci, including 100 bp of flanking sequence, to make the comprehensive SSR reference FASTA file.",,used,BEDTools,,SM6739,software,Results: Software used,1
